"","Code","Variable","Year","Value"
"663","26115020","£ per Number of items","2018",47.15
"664","26115020","£ per Number of items","2019",32.28
"665","26115020","£ per Number of items","2020",29.83
"666","26115050","Value £000's","2008",34125
"667","26115050","Value £000's","2009",49045
"668","26115050","Value £000's","2010",33841
"669","26115050","Value £000's","2011",47959
"670","26115050","Value £000's","2012",45470
"671","26115050","Value £000's","2013",30571
"672","26115050","Value £000's","2014",42460
"673","26115050","Value £000's","2015",34613
"674","26115050","Value £000's","2016",46179
"675","26115050","Value £000's","2017",44109
"676","26115050","Value £000's","2018",47657
"677","26115050","Value £000's","2019",38031
"678","26115050","Value £000's","2020",32277
"679","26115050","Volume (Number of items)","2008",7623
"680","26115050","Volume (Number of items)","2009",11646
"681","26115050","Volume (Number of items)","2010",7638
"682","26115050","Volume (Number of items)","2011",12814
"683","26115050","Volume (Number of items)","2012",21253
"684","26115050","Volume (Number of items)","2013",14411
"685","26115050","Volume (Number of items)","2014",30276
"686","26115050","Volume (Number of items)","2015",22457
"687","26115050","Volume (Number of items)","2018",2227627
"688","26115050","Volume (Number of items)","2019",4432633
"689","26115050","Volume (Number of items)","2020",3470490
"690","26115050","£ per Number of items","2008",4476.76
"691","26115050","£ per Number of items","2009",4211.13
"692","26115050","£ per Number of items","2010",4430.33
"693","26115050","£ per Number of items","2011",3742.85
"694","26115050","£ per Number of items","2012",2139.51
"695","26115050","£ per Number of items","2013",2121.39
"696","26115050","£ per Number of items","2014",1402.43
"697","26115050","£ per Number of items","2015",1541.26
"698","26115050","£ per Number of items","2018",21.39
"699","26115050","£ per Number of items","2019",8.58
"700","26115050","£ per Number of items","2020",9.3
"701","2612","UK manufacturer sales of individual products listed in this product group","2008",380392
"702","2612","UK manufacturer sales of individual products listed in this product group","2009",897776
"703","2612","UK manufacturer sales of individual products listed in this product group","2010",1038445
"704","2612","UK manufacturer sales of individual products listed in this product group","2011",1192365
"705","2612","UK manufacturer sales of individual products listed in this product group","2012",1164885
"706","2612","UK manufacturer sales of individual products listed in this product group","2013",1014195
"707","2612","UK manufacturer sales of individual products listed in this product group","2014",884320
"708","2612","UK manufacturer sales of individual products listed in this product group","2015",762447
"709","2612","UK manufacturer sales of individual products listed in this product group","2016",761576
"710","2612","UK manufacturer sales of individual products listed in this product group","2017",724896
"711","2612","UK manufacturer sales of individual products listed in this product group","2018",886929
"712","2612","UK manufacturer sales of individual products listed in this product group","2019",778352
"713","2612","UK manufacturer sales of individual products listed in this product group","2020",731915
"714","2612","All other income","2008",196179
"715","2612","All other income","2009",7542
"716","2612","All other income","2010",5748
"717","2612","All other income","2011",63638
"718","2612","All other income","2012",1987
"719","2612","All other income","2013",2567
"720","2612","All other income","2014",1615
"721","2612","All other income","2015",3120
"722","2612","All other income","2016",1870
"723","2612","All other income","2017",8445
"724","2612","All other income","2018",16068
"725","2612","All other income","2019",20764
"726","2612","All other income","2020",29221
"727","2612","Total UK manufacturer sales of products in this product group","2008",576571
"728","2612","Total UK manufacturer sales of products in this product group","2009",905318
"729","2612","Total UK manufacturer sales of products in this product group","2010",1044194
"730","2612","Total UK manufacturer sales of products in this product group","2011",1256003
"731","2612","Total UK manufacturer sales of products in this product group","2012",1166872
"732","2612","Total UK manufacturer sales of products in this product group","2013",1016762
"733","2612","Total UK manufacturer sales of products in this product group","2014",885935
"734","2612","Total UK manufacturer sales of products in this product group","2015",765567
"735","2612","Total UK manufacturer sales of products in this product group","2016",763447
"736","2612","Total UK manufacturer sales of products in this product group","2017",733341
"737","2612","Total UK manufacturer sales of products in this product group","2018",902997
"738","2612","Total UK manufacturer sales of products in this product group","2019",799117
"739","2612","Total UK manufacturer sales of products in this product group","2020",761136
"740","2612","Merchanted goods","2008",100541
"741","2612","Merchanted goods","2009",84859
"742","2612","Merchanted goods","2010",106627
"743","2612","Merchanted goods","2011",75420
"744","2612","Merchanted goods","2012",114737
"745","2612","Merchanted goods","2013",126212
"746","2612","Merchanted goods","2014",36421
"747","2612","Merchanted goods","2015",42969
"748","2612","Merchanted goods","2016",62025
"749","2612","Merchanted goods","2017",58967
"750","2612","Merchanted goods","2018",139433
"751","2612","Merchanted goods","2019",132270
"752","2612","Merchanted goods","2020",121477
"753","2612","Work done","2008",17795
"754","2612","Work done","2009",21812
"755","2612","Work done","2010",13039
"756","2612","Work done","2011",2267
"757","2612","Work done","2012",644
"758","2612","Work done","2013",1954
"759","2612","Work done","2014",1010
"760","2612","Work done","2015",1655
"761","2612","Work done","2016",2937
"762","2612","Waste products","2008",711
"763","2612","Waste products","2009",293
"764","2612","Waste products","2011",259
"765","2612","Waste products","2012",112
"766","2612","Waste products","2014",368
"767","2612","Waste products","2015",443
"768","2612","Waste products","2016",188
"769","2612","Non production income","2008",50576
"770","2612","Non production income","2009",43483
"771","2612","Non production income","2011",10636
"772","2612","Non production income","2012",3038
"773","2612","Non production income","2014",1339
"774","2612","Non production income","2015",3731
"775","2612","Non production income","2016",4096
"776","2612","Non production income","2017",7561
"777","2612","Non production income","2018",23679
"778","2612","Non production income","2019",18695
"779","2612","Non production income","2020",22632
"780","2612","Net carry in/carry out","2008",101323
"781","2612","Net carry in/carry out","2009",NA
"782","2612","Net carry in/carry out","2010",NA
"783","2612","Net carry in/carry out","2011",NA
"784","2612","Net carry in/carry out","2012",16479
"785","2612","Net carry in/carry out","2013",7024
"786","2612","Net carry in/carry out","2014",NA
"787","2612","Net carry in/carry out","2015",93969
"788","2612","Net carry in/carry out","2016",12702
"789","2612","Net carry in/carry out","2017",77927
"790","2612","Net carry in/carry out","2018",NA
"791","2612","Net carry in/carry out","2019",83255
"792","2612","Net carry in/carry out","2020",69720
"793","2612","Total turnover of businesses classified to this industry","2008",847518
"794","2612","Total turnover of businesses classified to this industry","2009",797272
"795","2612","Total turnover of businesses classified to this industry","2010",988538
"796","2612","Total turnover of businesses classified to this industry","2011",1210666
"797","2612","Total turnover of businesses classified to this industry","2012",1301882
"798","2612","Total turnover of businesses classified to this industry","2013",1175723
"799","2612","Total turnover of businesses classified to this industry","2014",876354
"800","2612","Total turnover of businesses classified to this industry","2015",908335
"801","2612","Total turnover of businesses classified to this industry","2016",845395
"802","2612","Total turnover of businesses classified to this industry","2017",915043
"803","2612","Total turnover of businesses classified to this industry","2018",1052946
"804","2612","Total turnover of businesses classified to this industry","2019",1073152
"805","2612","Total turnover of businesses classified to this industry","2020",1030223
"806","26121080","Value £000's","2008",13944
"807","26121080","Value £000's","2011",6053
"808","26121080","Value £000's","2012",5993
"809","26121080","Value £000's","2013",5234
"810","26121080","Value £000's","2014",1112
"811","26121080","Value £000's","2015",2140
"812","26121080","Value £000's","2016",838
"813","26121080","Value £000's","2017",1022
"814","26121080","Value £000's","2018",588
"815","26121080","Value £000's","2019",2241
"816","26121080","Value £000's","2020",788
"817","26121080","Volume (Number of items)","2008",49393493
"818","26121080","Volume (Number of items)","2012",132142
"819","26121080","Volume (Number of items)","2013",82744
"820","26121080","Volume (Number of items)","2014",25954
"821","26121080","Volume (Number of items)","2015",81613
"822","26121080","Volume (Number of items)","2016",48523
"823","26121080","Volume (Number of items)","2017",5696
"824","26121080","Volume (Number of items)","2018",6583
"825","26121080","Volume (Number of items)","2019",115072
"826","26121080","Volume (Number of items)","2020",33592
"827","26121080","£ per Number of items","2008",0.28
"828","26121080","£ per Number of items","2012",45.36
"829","26121080","£ per Number of items","2013",63.26
"830","26121080","£ per Number of items","2014",42.84
"831","26121080","£ per Number of items","2015",26.22
"832","26121080","£ per Number of items","2016",17.26
"833","26121080","£ per Number of items","2017",179.34
"834","26121080","£ per Number of items","2018",89.26
"835","26121080","£ per Number of items","2019",19.47
