"","model","year","component","product","material","value"
"336","Sony Handycam CCD-TR940 ","1998","Eyepiece","Digital camcorder","Others",5.1
"337","Sony Handycam CCD-TR940 ","1998","Lens","Digital camcorder","Copper",2.4
"338","Sony Handycam CCD-TR940 ","1998","Lens","Digital camcorder","Steel",31.4
"339","Sony Handycam CCD-TR940 ","1998","Lens","Digital camcorder","Plastic",96.5
"340","Sony Handycam CCD-TR940 ","1998","Lens","Digital camcorder","PCB",10
"341","Sony Handycam CCD-TR940 ","1998","Lens","Digital camcorder","Others",1.7
"342","Sony Handycam CCD-TR940 ","1998","Main body","Digital camcorder","Aluminum",24.4
"343","Sony Handycam CCD-TR940 ","1998","Main body","Digital camcorder","Copper",16
"344","Sony Handycam CCD-TR940 ","1998","Main body","Digital camcorder","Steel",198.2
"345","Sony Handycam CCD-TR940 ","1998","Main body","Digital camcorder","Plastic",46.4
"346","Sony Handycam CCD-TR940 ","1998","Main body","Digital camcorder","PCB",50.6
"347","Sony Handycam CCD-TR940 ","1998","Main body","Digital camcorder","Others",11.9
"348","Sony Handycam CCD-TR940 ","1998","Settings features","Digital camcorder","Aluminum",2.6
"349","Sony Handycam CCD-TR940 ","1998","Settings features","Digital camcorder","Copper",2
"350","Sony Handycam CCD-TR940 ","1998","Settings features","Digital camcorder","Steel",2.8
"351","Sony Handycam CCD-TR940 ","1998","Settings features","Digital camcorder","Plastic",116.8
"352","Sony Handycam CCD-TR940 ","1998","Settings features","Digital camcorder","PCB",14.4
"353","Sony Handycam CCD-TR940 ","1998","Settings features","Digital camcorder","Others",7.9
"354","Sony Handycam CCD-TR940 ","1998","Others*","Digital camcorder","Aluminum",1.1
"355","Sony Handycam CCD-TR940 ","1998","Others*","Digital camcorder","Steel",13
"356","Kodak Easy Share LS 443 ","2002","Casing","Digital camera","Aluminum",24.1
"357","Kodak Easy Share LS 443 ","2002","Casing","Digital camera","Copper",0.4
"358","Kodak Easy Share LS 443 ","2002","Casing","Digital camera","Steel",0.4
"359","Kodak Easy Share LS 443 ","2002","Casing","Digital camera","Plastic",25.9
"360","Kodak Easy Share LS 443 ","2002","Casing","Digital camera","Others",0.2
"361","Kodak Easy Share LS 443 ","2002","Flash assembly","Digital camera","Aluminum",1.7
"362","Kodak Easy Share LS 443 ","2002","Flash assembly","Digital camera","Copper",1.9
"363","Kodak Easy Share LS 443 ","2002","Flash assembly","Digital camera","Plastic",1.5
"364","Kodak Easy Share LS 443 ","2002","Flash assembly","Digital camera","PCB",0.9
"365","Kodak Easy Share LS 443 ","2002","Flash assembly","Digital camera","Others",8.2
"366","Kodak Easy Share LS 443 ","2002","LCD assembly","Digital camera","Aluminum",4.5
"367","Kodak Easy Share LS 443 ","2002","LCD assembly","Digital camera","Copper",0.2
"368","Kodak Easy Share LS 443 ","2002","LCD assembly","Digital camera","Plastic",2.2
"369","Kodak Easy Share LS 443 ","2002","LCD assembly","Digital camera","PCB",0.3
"370","Kodak Easy Share LS 443 ","2002","LCD assembly","Digital camera","Flat panel glass",4.8
"371","Kodak Easy Share LS 443 ","2002","LCD assembly","Digital camera","Others",0.9
"372","Kodak Easy Share LS 443 ","2002","Lens assembly","Digital camera","Aluminum",1.3
"373","Kodak Easy Share LS 443 ","2002","Lens assembly","Digital camera","Copper",0.4
"374","Kodak Easy Share LS 443 ","2002","Lens assembly","Digital camera","Steel",4.8
"375","Kodak Easy Share LS 443 ","2002","Lens assembly","Digital camera","Plastic",33.5
"376","Kodak Easy Share LS 443 ","2002","Lens assembly","Digital camera","PCB",0.5
"377","Kodak Easy Share LS 443 ","2002","Lens assembly","Digital camera","Other glass",7.5
"378","Kodak Easy Share LS 443 ","2002","Lens assembly","Digital camera","Others",5
"379","Samsung Digimax 201/2.0 mega pixel ","2002","Casing","Digital camera","Aluminum",5.2
"380","Samsung Digimax 201/2.0 mega pixel ","2002","Casing","Digital camera","Plastic",51.9
"381","Samsung Digimax 201/2.0 mega pixel ","2002","Casing","Digital camera","PCB",43.5
"382","Samsung Digimax 201/2.0 mega pixel ","2002","Flash assembly","Digital camera","Copper",0.5
"383","Samsung Digimax 201/2.0 mega pixel ","2002","Flash assembly","Digital camera","Steel",1.5
"384","Samsung Digimax 201/2.0 mega pixel ","2002","Flash assembly","Digital camera","Plastic",10.3
"385","Samsung Digimax 201/2.0 mega pixel ","2002","Flash assembly","Digital camera","Others",6.4
"386","Samsung Digimax 201/2.0 mega pixel ","2002","LCD assembly","Digital camera","Copper",0.3
"387","Samsung Digimax 201/2.0 mega pixel ","2002","LCD assembly","Digital camera","Steel",1.5
"388","Samsung Digimax 201/2.0 mega pixel ","2002","LCD assembly","Digital camera","Plastic",4.7
"389","Samsung Digimax 201/2.0 mega pixel ","2002","LCD assembly","Digital camera","Flat panel glass",4.7
"390","Samsung Digimax 201/2.0 mega pixel ","2002","LCD assembly","Digital camera","Others",0.2
"391","Samsung Digimax 201/2.0 mega pixel ","2002","Lens assembly","Digital camera","Aluminum",1.7
"392","Samsung Digimax 201/2.0 mega pixel ","2002","Lens assembly","Digital camera","Steel",3.4
"393","Samsung Digimax 201/2.0 mega pixel ","2002","Lens assembly","Digital camera","Plastic",2.4
"394","Samsung Digimax 201/2.0 mega pixel ","2002","Lens assembly","Digital camera","Other glass",1.5
"395","Samsung Digimax 201/2.0 mega pixel ","2002","Lens assembly","Digital camera","Others",1.6
"396","Canon Power Shot S410 ","2004","Casing","Digital camera","Aluminum",41.9
"397","Canon Power Shot S410 ","2004","Casing","Digital camera","Plastic",12
"398","Canon Power Shot S410 ","2004","Casing","Digital camera","PCB",19.1
"399","Canon Power Shot S410 ","2004","Flash assembly","Digital camera","Aluminum",7.8
"400","Canon Power Shot S410 ","2004","Flash assembly","Digital camera","Copper",3
"401","Canon Power Shot S410 ","2004","Flash assembly","Digital camera","Steel",17.7
"402","Canon Power Shot S410 ","2004","Flash assembly","Digital camera","Plastic",0.6
"403","Canon Power Shot S410 ","2004","Flash assembly","Digital camera","PCB",1.3
"404","Canon Power Shot S410 ","2004","Flash assembly","Digital camera","Other glass",0.5
"405","Canon Power Shot S410 ","2004","Flash assembly","Digital camera","Others",7.3
"406","Canon Power Shot S410 ","2004","LCD assembly","Digital camera","Aluminum",2.6
"407","Canon Power Shot S410 ","2004","LCD assembly","Digital camera","Copper",0.1
"408","Canon Power Shot S410 ","2004","LCD assembly","Digital camera","Steel",0.4
"409","Canon Power Shot S410 ","2004","LCD assembly","Digital camera","Plastic",1.5
"410","Canon Power Shot S410 ","2004","LCD assembly","Digital camera","Flat panel glass",3.1
"411","Canon Power Shot S410 ","2004","Lens assembly","Digital camera","Aluminum",2.9
"412","Canon Power Shot S410 ","2004","Lens assembly","Digital camera","Copper",0.1
"413","Canon Power Shot S410 ","2004","Lens assembly","Digital camera","Steel",11.2
"414","Canon Power Shot S410 ","2004","Lens assembly","Digital camera","Plastic",9
"415","Canon Power Shot S410 ","2004","Lens assembly","Digital camera","Others",7.9
"416","Kodak Easy Share CX7300 ","2004","Casing","Digital camera","Plastic",51.1
"417","Kodak Easy Share CX7300 ","2004","Casing","Digital camera","PCB",44.2
"418","Kodak Easy Share CX7300 ","2004","Flash assembly","Digital camera","Copper",0.2
"419","Kodak Easy Share CX7300 ","2004","Flash assembly","Digital camera","Steel",7
"420","Kodak Easy Share CX7300 ","2004","Flash assembly","Digital camera","Plastic",12.42
"421","Kodak Easy Share CX7300 ","2004","Flash assembly","Digital camera","Others",8.5
"422","Kodak Easy Share CX7300 ","2004","LCD assembly","Digital camera","Steel",3.4
"423","Kodak Easy Share CX7300 ","2004","LCD assembly","Digital camera","Plastic",3.4
"424","Kodak Easy Share CX7300 ","2004","LCD assembly","Digital camera","Flat panel glass",4.2
"425","Kodak Easy Share CX7300 ","2004","LCD assembly","Digital camera","Others",1.5
"426","Kodak Easy Share CX7300 ","2004","Lens assembly","Digital camera","Copper",0.4
"427","Kodak Easy Share CX7300 ","2004","Lens assembly","Digital camera","Steel",3.5
"428","Kodak Easy Share CX7300 ","2004","Lens assembly","Digital camera","Other glass",2.88
"429","Kodak Easy Share CX7300 ","2004","Lens assembly","Digital camera","Others",3.5
"430","GE A730 compact digital camera ","2007","Casing","Digital camera","Aluminum",9.9
"431","GE A730 compact digital camera ","2007","Casing","Digital camera","Plastic",33.6
"432","GE A730 compact digital camera ","2007","Casing","Digital camera","PCB",19.9
"433","GE A730 compact digital camera ","2007","Flash assembly","Digital camera","Aluminum",3
"434","GE A730 compact digital camera ","2007","Flash assembly","Digital camera","Copper",1.1
"435","GE A730 compact digital camera ","2007","Flash assembly","Digital camera","Steel",3.7
"436","GE A730 compact digital camera ","2007","Flash assembly","Digital camera","Plastic",21.74
"437","GE A730 compact digital camera ","2007","Flash assembly","Digital camera","Others",7.8
"438","GE A730 compact digital camera ","2007","LCD assembly","Digital camera","Copper",0.2
"439","GE A730 compact digital camera ","2007","LCD assembly","Digital camera","Steel",5.3
"440","GE A730 compact digital camera ","2007","LCD assembly","Digital camera","Plastic",3.2
"441","GE A730 compact digital camera ","2007","LCD assembly","Digital camera","Flat panel glass",6.3
"442","GE A730 compact digital camera ","2007","Lens assembly","Digital camera","Aluminum",1.5
"443","GE A730 compact digital camera ","2007","Lens assembly","Digital camera","Steel",9.92
"444","GE A730 compact digital camera ","2007","Lens assembly","Digital camera","Plastic",2.88
"445","GE A730 compact digital camera ","2007","Lens assembly","Digital camera","PCB",0.2
"446","GE A730 compact digital camera ","2007","Lens assembly","Digital camera","Other glass",1.44
"447","Kodak Easy Share ","2008","Casing","Digital camera","Aluminum",2.5
"448","Kodak Easy Share ","2008","Casing","Digital camera","Steel",0.7
"449","Kodak Easy Share ","2008","Casing","Digital camera","Plastic",42.9
"450","Kodak Easy Share ","2008","Casing","Digital camera","PCB",3
"451","Kodak Easy Share ","2008","Casing","Digital camera","Others",0.6
"452","Kodak Easy Share ","2008","Flash assembly","Digital camera","Aluminum",0.1
"453","Kodak Easy Share ","2008","Flash assembly","Digital camera","Steel",0.8
"454","Kodak Easy Share ","2008","Flash assembly","Digital camera","Plastic",0.8
"455","Kodak Easy Share ","2008","Flash assembly","Digital camera","PCB",0.3
"456","Kodak Easy Share ","2008","Flash assembly","Digital camera","Others",4.7
"457","Kodak Easy Share ","2008","LCD assembly","Digital camera","Aluminum",6.4
"458","Kodak Easy Share ","2008","LCD assembly","Digital camera","Copper",0.1
"459","Kodak Easy Share ","2008","LCD assembly","Digital camera","Plastic",2.9
"460","Kodak Easy Share ","2008","LCD assembly","Digital camera","PCB",18.2
"461","Kodak Easy Share ","2008","LCD assembly","Digital camera","Flat panel glass",7.4
"462","Kodak Easy Share ","2008","Lens assembly","Digital camera","Copper",1
"463","Kodak Easy Share ","2008","Lens assembly","Digital camera","Steel",9.3
"464","Kodak Easy Share ","2008","Lens assembly","Digital camera","Plastic",21.2
"465","Kodak Easy Share ","2008","Lens assembly","Digital camera","Other glass",2.6
"466","Kodak Easy Share ","2008","Lens assembly","Digital camera","Others",0.9
"467","Kodak Easy Share CD82 ","2009","Casing","Digital camera","Plastic",37.6
"468","Kodak Easy Share CD82 ","2009","Casing","Digital camera","PCB",16.3
"469","Kodak Easy Share CD82 ","2009","Flash assembly","Digital camera","Aluminum",3.8
"470","Kodak Easy Share CD82 ","2009","Flash assembly","Digital camera","Steel",20.4
"471","Kodak Easy Share CD82 ","2009","Flash assembly","Digital camera","Plastic",1
"472","Kodak Easy Share CD82 ","2009","Flash assembly","Digital camera","Others",4.4
"473","Kodak Easy Share CD82 ","2009","LCD assembly","Digital camera","Aluminum",4.5
"474","Kodak Easy Share CD82 ","2009","LCD assembly","Digital camera","Copper",0.2
"475","Kodak Easy Share CD82 ","2009","LCD assembly","Digital camera","Steel",1.6
"476","Kodak Easy Share CD82 ","2009","LCD assembly","Digital camera","Plastic",4.2
"477","Kodak Easy Share CD82 ","2009","LCD assembly","Digital camera","Flat panel glass",9.8
"478","Kodak Easy Share CD82 ","2009","Lens assembly","Digital camera","Copper",1.5
"479","Kodak Easy Share CD82 ","2009","Lens assembly","Digital camera","Steel",6.76
"480","Kodak Easy Share CD82 ","2009","Lens assembly","Digital camera","Plastic",18.24
"481","Kodak Easy Share CD82 ","2009","Lens assembly","Digital camera","Other glass",1.7
"482","Kodak Easy Share CD82 ","2009","Lens assembly","Digital camera","Others",4.8
"483","Nikon Coolpix S3000 ","2010","Casing","Digital camera","Aluminum",12.6
"484","Nikon Coolpix S3000 ","2010","Casing","Digital camera","Steel",5.9
"485","Nikon Coolpix S3000 ","2010","Casing","Digital camera","Plastic",0.9
"486","Nikon Coolpix S3000 ","2010","Casing","Digital camera","Li-ion battery",14.6
"487","Nikon Coolpix S3000 ","2010","Casing","Digital camera","PCB",9.3
"488","Nikon Coolpix S3000 ","2010","Flash assembly","Digital camera","Steel",15.8
"489","Nikon Coolpix S3000 ","2010","Flash assembly","Digital camera","Plastic",7.9
"490","Nikon Coolpix S3000 ","2010","Flash assembly","Digital camera","Others",3.6
"491","Nikon Coolpix S3000 ","2010","LCD assembly","Digital camera","Steel",4.6
"492","Nikon Coolpix S3000 ","2010","LCD assembly","Digital camera","Plastic",2.6
"493","Nikon Coolpix S3000 ","2010","LCD assembly","Digital camera","Flat panel glass",7.6
"494","Nikon Coolpix S3000 ","2010","Lens assembly","Digital camera","Aluminum",3.95
"495","Nikon Coolpix S3000 ","2010","Lens assembly","Digital camera","Copper",0.8
"496","Nikon Coolpix S3000 ","2010","Lens assembly","Digital camera","Steel",4.8
"497","Nikon Coolpix S3000 ","2010","Lens assembly","Digital camera","Plastic",11.35
"498","Nikon Coolpix S3000 ","2010","Lens assembly","Digital camera","Other glass",1.9
"499","Nikon Coolpix S3000 ","2010","Lens assembly","Digital camera","Others",2.2
"500","DJI Phantom FC40 P330D ","2013","Balance charger","Drone ","Copper",0.85
"501","DJI Phantom FC40 P330D ","2013","Balance charger","Drone ","Steel",1.8
"502","DJI Phantom FC40 P330D ","2013","Balance charger","Drone ","Plastic",58.05
"503","DJI Phantom FC40 P330D ","2013","Balance charger","Drone ","PCB",107.9
"504","DJI Phantom FC40 P330D ","2013","Balance charger","Drone ","Others",0.6
"505","DJI Phantom FC40 P330D ","2013","Connecting wires,adapters&extra parts","Drone ","Aluminum",17.01
"506","DJI Phantom FC40 P330D ","2013","Connecting wires,adapters&extra parts","Drone ","Copper",27.32
"507","DJI Phantom FC40 P330D ","2013","Connecting wires,adapters&extra parts","Drone ","Steel",48.67
"508","DJI Phantom FC40 P330D ","2013","Connecting wires,adapters&extra parts","Drone ","Plastic",71.5
"509","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","Aluminum",28.95
"510","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","Copper",38.45
"511","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","Steel",191.45
"512","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","Plastic",523.9
"513","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","Li-ion battery",164.9
"514","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","PCB",86.3
"515","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","Other metals",0.7
"516","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","Others",10.1
"517","DJI Phantom FC40 P330D ","2013","Remote control","Drone ","Aluminum",6.8
"518","DJI Phantom FC40 P330D ","2013","Remote control","Drone ","Copper",3.68
"519","DJI Phantom FC40 P330D ","2013","Remote control","Drone ","Steel",125.7
"520","DJI Phantom FC40 P330D ","2013","Remote control","Drone ","Plastic",304.6
"521","DJI Phantom FC40 P330D ","2013","Remote control","Drone ","PCB",38.8
"522","DJI Phantom FC40 P330D ","2013","Remote control","Drone ","Others",0.4
"523","UDI U818A Axis gyro RC quadcopter ","2014","Drone (mainbody + camera)","Drone ","Copper",6
"524","UDI U818A Axis gyro RC quadcopter ","2014","Drone (mainbody + camera)","Drone ","Steel",17.9
"525","UDI U818A Axis gyro RC quadcopter ","2014","Drone (mainbody + camera)","Drone ","Plastic",83.05
"526","UDI U818A Axis gyro RC quadcopter ","2014","Drone (mainbody + camera)","Drone ","Li-ion battery",16.5
"527","UDI U818A Axis gyro RC quadcopter ","2014","Drone (mainbody + camera)","Drone ","PCB",7
"528","UDI U818A Axis gyro RC quadcopter ","2014","Drone (mainbody + camera)","Drone ","Others",0.25
"529","UDI U818A Axis gyro RC quadcopter ","2014","Remote control","Drone ","Copper",1.4
