"","model","year","component","product","material","value"
"1936","Dell Latitude 14.1"" D610 ","2005","Total mass (g)","Laptop","Flat panel glass",208.1
"1937","Dell Latitude 14.1"" D610 ","2005","Total mass (g)","Laptop","Other metals",1.1
"1938","Dell Latitude 14.1"" D610 ","2005","Total mass (g)","Laptop","Others",63.2
"1939","Dell Latitude 14.1"" D610 ","2005","Total mass (g)","Laptop","Total mass (g)",2449.05
"1940","Dell Latitude 14.1"" D620 ","2006","Battery","Laptop","Steel",5.4
"1941","Dell Latitude 14.1"" D620 ","2006","Battery","Laptop","Plastic",75.9
"1942","Dell Latitude 14.1"" D620 ","2006","Battery","Laptop","Li-ion battery",413.2
"1943","Dell Latitude 14.1"" D620 ","2006","Battery","Laptop","PCB",6.6
"1944","Dell Latitude 14.1"" D620 ","2006","Battery","Laptop","Others",4
"1945","Dell Latitude 14.1"" D620 ","2006","Battery","Laptop","Total mass (g)",505.1
"1946","Dell Latitude 14.1"" D620 ","2006","Chasis bottom","Laptop","Steel",3.7
"1947","Dell Latitude 14.1"" D620 ","2006","Chasis bottom","Laptop","Other metals",246.3
"1948","Dell Latitude 14.1"" D620 ","2006","Chasis bottom","Laptop","Others",14.3
"1949","Dell Latitude 14.1"" D620 ","2006","Chasis bottom","Laptop","Total mass (g)",264.3
"1950","Dell Latitude 14.1"" D620 ","2006","Chasis top","Laptop","Steel",3.4
"1951","Dell Latitude 14.1"" D620 ","2006","Chasis top","Laptop","Plastic",14.7
"1952","Dell Latitude 14.1"" D620 ","2006","Chasis top","Laptop","Other metals",159.8
"1953","Dell Latitude 14.1"" D620 ","2006","Chasis top","Laptop","Others",0.8
"1954","Dell Latitude 14.1"" D620 ","2006","Chasis top","Laptop","Total mass (g)",178.7
"1955","Dell Latitude 14.1"" D620 ","2006","Display","Laptop","Aluminum",4
"1956","Dell Latitude 14.1"" D620 ","2006","Display","Laptop","Copper",24.6
"1957","Dell Latitude 14.1"" D620 ","2006","Display","Laptop","Steel",105.2
"1958","Dell Latitude 14.1"" D620 ","2006","Display","Laptop","Plastic",194.1
"1959","Dell Latitude 14.1"" D620 ","2006","Display","Laptop","PCB",20.9
"1960","Dell Latitude 14.1"" D620 ","2006","Display","Laptop","Flat panel glass",190
"1961","Dell Latitude 14.1"" D620 ","2006","Display","Laptop","Others",9.9
"1962","Dell Latitude 14.1"" D620 ","2006","Display","Laptop","Total mass (g)",548.7
"1963","Dell Latitude 14.1"" D620 ","2006","Fan","Laptop","Aluminum",5.7
"1964","Dell Latitude 14.1"" D620 ","2006","Fan","Laptop","Copper",5.6
"1965","Dell Latitude 14.1"" D620 ","2006","Fan","Laptop","Steel",5.1
"1966","Dell Latitude 14.1"" D620 ","2006","Fan","Laptop","Plastic",18.1
"1967","Dell Latitude 14.1"" D620 ","2006","Fan","Laptop","PCB",1.4
"1968","Dell Latitude 14.1"" D620 ","2006","Fan","Laptop","Total mass (g)",35.9
"1969","Dell Latitude 14.1"" D620 ","2006","Hard drive","Laptop","Aluminum",38.2
"1970","Dell Latitude 14.1"" D620 ","2006","Hard drive","Laptop","Copper",0.6
"1971","Dell Latitude 14.1"" D620 ","2006","Hard drive","Laptop","Steel",59.6
"1972","Dell Latitude 14.1"" D620 ","2006","Hard drive","Laptop","Plastic",3.85
"1973","Dell Latitude 14.1"" D620 ","2006","Hard drive","Laptop","PCB",10.7
"1974","Dell Latitude 14.1"" D620 ","2006","Hard drive","Laptop","Others",14.7
"1975","Dell Latitude 14.1"" D620 ","2006","Hard drive","Laptop","Total mass (g)",127.65
"1976","Dell Latitude 14.1"" D620 ","2006","Heat sink","Laptop","Aluminum",28.35
"1977","Dell Latitude 14.1"" D620 ","2006","Heat sink","Laptop","Copper",28.35
"1978","Dell Latitude 14.1"" D620 ","2006","Heat sink","Laptop","Others",1.7
"1979","Dell Latitude 14.1"" D620 ","2006","Heat sink","Laptop","Total mass (g)",58.4
"1980","Dell Latitude 14.1"" D620 ","2006","Keyboard","Laptop","Aluminum",89.7
"1981","Dell Latitude 14.1"" D620 ","2006","Keyboard","Laptop","Steel",3.1
"1982","Dell Latitude 14.1"" D620 ","2006","Keyboard","Laptop","Plastic",32.8
"1983","Dell Latitude 14.1"" D620 ","2006","Keyboard","Laptop","Others",16.6
"1984","Dell Latitude 14.1"" D620 ","2006","Keyboard","Laptop","Total mass (g)",142.2
"1985","Dell Latitude 14.1"" D620 ","2006","Motherboard","Laptop","Copper",2.4
"1986","Dell Latitude 14.1"" D620 ","2006","Motherboard","Laptop","Steel",15.95
"1987","Dell Latitude 14.1"" D620 ","2006","Motherboard","Laptop","PCB",249.85
"1988","Dell Latitude 14.1"" D620 ","2006","Motherboard","Laptop","Others",2
"1989","Dell Latitude 14.1"" D620 ","2006","Motherboard","Laptop","Total mass (g)",270.2
"1990","Dell Latitude 14.1"" D620 ","2006","Optical drive","Laptop","Aluminum",71.4
"1991","Dell Latitude 14.1"" D620 ","2006","Optical drive","Laptop","Copper",3.03
"1992","Dell Latitude 14.1"" D620 ","2006","Optical drive","Laptop","Steel",62.89
"1993","Dell Latitude 14.1"" D620 ","2006","Optical drive","Laptop","Plastic",65.1
"1994","Dell Latitude 14.1"" D620 ","2006","Optical drive","Laptop","PCB",23.88
"1995","Dell Latitude 14.1"" D620 ","2006","Optical drive","Laptop","Others",0.1
"1996","Dell Latitude 14.1"" D620 ","2006","Optical drive","Laptop","Total mass (g)",226.4
"1997","Dell Latitude 14.1"" D620 ","2006","Speakers","Laptop","Copper",0.1
"1998","Dell Latitude 14.1"" D620 ","2006","Speakers","Laptop","Steel",4.8
"1999","Dell Latitude 14.1"" D620 ","2006","Speakers","Laptop","Plastic",6.8
"2000","Dell Latitude 14.1"" D620 ","2006","Speakers","Laptop","Others",0.3
"2001","Dell Latitude 14.1"" D620 ","2006","Speakers","Laptop","Total mass (g)",12
"2002","Dell Latitude 14.1"" D620 ","2006","Other components*","Laptop","Aluminum",11.4
"2003","Dell Latitude 14.1"" D620 ","2006","Other components*","Laptop","Copper",4.6
"2004","Dell Latitude 14.1"" D620 ","2006","Other components*","Laptop","Steel",14.5
"2005","Dell Latitude 14.1"" D620 ","2006","Other components*","Laptop","Plastic",166.3
"2006","Dell Latitude 14.1"" D620 ","2006","Other components*","Laptop","PCB",38.8
"2007","Dell Latitude 14.1"" D620 ","2006","Other components*","Laptop","Others",10.9
"2008","Dell Latitude 14.1"" D620 ","2006","Other components*","Laptop","Total mass (g)",246.5
"2009","Dell Latitude 14.1"" D620 ","2006","Total mass (g)","Laptop","Aluminum",248.75
"2010","Dell Latitude 14.1"" D620 ","2006","Total mass (g)","Laptop","Copper",69.28
"2011","Dell Latitude 14.1"" D620 ","2006","Total mass (g)","Laptop","Steel",283.64
"2012","Dell Latitude 14.1"" D620 ","2006","Total mass (g)","Laptop","Plastic",577.65
"2013","Dell Latitude 14.1"" D620 ","2006","Total mass (g)","Laptop","Li-ion battery",413.2
"2014","Dell Latitude 14.1"" D620 ","2006","Total mass (g)","Laptop","PCB",352.13
"2015","Dell Latitude 14.1"" D620 ","2006","Total mass (g)","Laptop","Flat panel glass",190
"2016","Dell Latitude 14.1"" D620 ","2006","Total mass (g)","Laptop","Other metals",406.1
"2017","Dell Latitude 14.1"" D620 ","2006","Total mass (g)","Laptop","Others",75.3
"2018","Dell Latitude 14.1"" D620 ","2006","Total mass (g)","Laptop","Total mass (g)",2616.05
"2019","Dell latitude 14.1"" D630 ","2007","Battery","Laptop","Copper",7.3
"2020","Dell latitude 14.1"" D630 ","2007","Battery","Laptop","Steel",9.6
"2021","Dell latitude 14.1"" D630 ","2007","Battery","Laptop","Plastic",74.7
"2022","Dell latitude 14.1"" D630 ","2007","Battery","Laptop","Li-ion battery",406.5
"2023","Dell latitude 14.1"" D630 ","2007","Battery","Laptop","PCB",7.2
"2024","Dell latitude 14.1"" D630 ","2007","Battery","Laptop","Others",1.8
"2025","Dell latitude 14.1"" D630 ","2007","Battery","Laptop","Total mass (g)",507.1
"2026","Dell latitude 14.1"" D630 ","2007","Chasis bottom","Laptop","Aluminum",10
"2027","Dell latitude 14.1"" D630 ","2007","Chasis bottom","Laptop","Steel",4.5
"2028","Dell latitude 14.1"" D630 ","2007","Chasis bottom","Laptop","Plastic",3.4
"2029","Dell latitude 14.1"" D630 ","2007","Chasis bottom","Laptop","Other metals",226.4
"2030","Dell latitude 14.1"" D630 ","2007","Chasis bottom","Laptop","Others",7.6
"2031","Dell latitude 14.1"" D630 ","2007","Chasis bottom","Laptop","Total mass (g)",251.9
"2032","Dell latitude 14.1"" D630 ","2007","Chasis top","Laptop","Copper",12.9
"2033","Dell latitude 14.1"" D630 ","2007","Chasis top","Laptop","Steel",2.6
"2034","Dell latitude 14.1"" D630 ","2007","Chasis top","Laptop","Plastic",10.8
"2035","Dell latitude 14.1"" D630 ","2007","Chasis top","Laptop","Other metals",161.9
"2036","Dell latitude 14.1"" D630 ","2007","Chasis top","Laptop","Others",2.7
"2037","Dell latitude 14.1"" D630 ","2007","Chasis top","Laptop","Total mass (g)",190.9
"2038","Dell latitude 14.1"" D630 ","2007","Display","Laptop","Aluminum",3.9
"2039","Dell latitude 14.1"" D630 ","2007","Display","Laptop","Copper",10.8
"2040","Dell latitude 14.1"" D630 ","2007","Display","Laptop","Steel",117.2
"2041","Dell latitude 14.1"" D630 ","2007","Display","Laptop","Plastic",193.4
"2042","Dell latitude 14.1"" D630 ","2007","Display","Laptop","PCB",20.9
"2043","Dell latitude 14.1"" D630 ","2007","Display","Laptop","Flat panel glass",190
"2044","Dell latitude 14.1"" D630 ","2007","Display","Laptop","Others",2.8
"2045","Dell latitude 14.1"" D630 ","2007","Display","Laptop","Total mass (g)",539
"2046","Dell latitude 14.1"" D630 ","2007","Fan","Laptop","Aluminum",5.8
"2047","Dell latitude 14.1"" D630 ","2007","Fan","Laptop","Copper",3.6
"2048","Dell latitude 14.1"" D630 ","2007","Fan","Laptop","Steel",0.4
"2049","Dell latitude 14.1"" D630 ","2007","Fan","Laptop","Plastic",18.4
"2050","Dell latitude 14.1"" D630 ","2007","Fan","Laptop","PCB",3.6
"2051","Dell latitude 14.1"" D630 ","2007","Fan","Laptop","Others",0.1
"2052","Dell latitude 14.1"" D630 ","2007","Fan","Laptop","Total mass (g)",31.9
"2053","Dell latitude 14.1"" D630 ","2007","Hard drive","Laptop","Aluminum",67.88
"2054","Dell latitude 14.1"" D630 ","2007","Hard drive","Laptop","Copper",2.7
"2055","Dell latitude 14.1"" D630 ","2007","Hard drive","Laptop","Steel",33.08
"2056","Dell latitude 14.1"" D630 ","2007","Hard drive","Laptop","Plastic",4.84
"2057","Dell latitude 14.1"" D630 ","2007","Hard drive","Laptop","PCB",10.6
"2058","Dell latitude 14.1"" D630 ","2007","Hard drive","Laptop","Others",11.8
"2059","Dell latitude 14.1"" D630 ","2007","Hard drive","Laptop","Total mass (g)",130.9
"2060","Dell latitude 14.1"" D630 ","2007","Heat sink","Laptop","Aluminum",27.55
"2061","Dell latitude 14.1"" D630 ","2007","Heat sink","Laptop","Copper",27.55
"2062","Dell latitude 14.1"" D630 ","2007","Heat sink","Laptop","Total mass (g)",55.1
"2063","Dell latitude 14.1"" D630 ","2007","Keyboard","Laptop","Aluminum",93.3
"2064","Dell latitude 14.1"" D630 ","2007","Keyboard","Laptop","Steel",2
"2065","Dell latitude 14.1"" D630 ","2007","Keyboard","Laptop","Plastic",32.1
"2066","Dell latitude 14.1"" D630 ","2007","Keyboard","Laptop","Others",18.3
"2067","Dell latitude 14.1"" D630 ","2007","Keyboard","Laptop","Total mass (g)",145.7
"2068","Dell latitude 14.1"" D630 ","2007","Motherboard","Laptop","Aluminum",2.1
"2069","Dell latitude 14.1"" D630 ","2007","Motherboard","Laptop","Steel",4.9
"2070","Dell latitude 14.1"" D630 ","2007","Motherboard","Laptop","Plastic",9.45
"2071","Dell latitude 14.1"" D630 ","2007","Motherboard","Laptop","PCB",269.95
"2072","Dell latitude 14.1"" D630 ","2007","Motherboard","Laptop","Others",1.9
"2073","Dell latitude 14.1"" D630 ","2007","Motherboard","Laptop","Total mass (g)",288.3
"2074","Dell latitude 14.1"" D630 ","2007","Optical drive","Laptop","Aluminum",83.8
"2075","Dell latitude 14.1"" D630 ","2007","Optical drive","Laptop","Copper",4.1
"2076","Dell latitude 14.1"" D630 ","2007","Optical drive","Laptop","Steel",42.82
"2077","Dell latitude 14.1"" D630 ","2007","Optical drive","Laptop","Plastic",70.6
"2078","Dell latitude 14.1"" D630 ","2007","Optical drive","Laptop","PCB",23.88
"2079","Dell latitude 14.1"" D630 ","2007","Optical drive","Laptop","Others",0.2
"2080","Dell latitude 14.1"" D630 ","2007","Optical drive","Laptop","Total mass (g)",225.4
"2081","Dell latitude 14.1"" D630 ","2007","Speakers","Laptop","Copper",0.1
"2082","Dell latitude 14.1"" D630 ","2007","Speakers","Laptop","Steel",4.8
"2083","Dell latitude 14.1"" D630 ","2007","Speakers","Laptop","Plastic",6.8
"2084","Dell latitude 14.1"" D630 ","2007","Speakers","Laptop","Others",0.3
"2085","Dell latitude 14.1"" D630 ","2007","Speakers","Laptop","Total mass (g)",12
"2086","Dell latitude 14.1"" D630 ","2007","Other components*","Laptop","Aluminum",11.4
"2087","Dell latitude 14.1"" D630 ","2007","Other components*","Laptop","Copper",7.66
"2088","Dell latitude 14.1"" D630 ","2007","Other components*","Laptop","Steel",16.1
"2089","Dell latitude 14.1"" D630 ","2007","Other components*","Laptop","Plastic",168.24
"2090","Dell latitude 14.1"" D630 ","2007","Other components*","Laptop","PCB",39.2
"2091","Dell latitude 14.1"" D630 ","2007","Other components*","Laptop","Others",5.5
"2092","Dell latitude 14.1"" D630 ","2007","Other components*","Laptop","Total mass (g)",248.1
"2093","Dell latitude 14.1"" D630 ","2007","Total mass (g)","Laptop","Aluminum",305.73
"2094","Dell latitude 14.1"" D630 ","2007","Total mass (g)","Laptop","Copper",76.71
"2095","Dell latitude 14.1"" D630 ","2007","Total mass (g)","Laptop","Steel",238
"2096","Dell latitude 14.1"" D630 ","2007","Total mass (g)","Laptop","Plastic",592.73
"2097","Dell latitude 14.1"" D630 ","2007","Total mass (g)","Laptop","Li-ion battery",406.5
"2098","Dell latitude 14.1"" D630 ","2007","Total mass (g)","Laptop","PCB",375.33
"2099","Dell latitude 14.1"" D630 ","2007","Total mass (g)","Laptop","Flat panel glass",190
"2100","Dell latitude 14.1"" D630 ","2007","Total mass (g)","Laptop","Other metals",388.3
"2101","Dell latitude 14.1"" D630 ","2007","Total mass (g)","Laptop","Others",53
"2102","Dell latitude 14.1"" D630 ","2007","Total mass (g)","Laptop","Total mass (g)",2626.3
"2103","Dell Inspiron 15.4""1525 ","2008","Battery","Laptop","Copper",1.25
"2104","Dell Inspiron 15.4""1525 ","2008","Battery","Laptop","Steel",1.25
"2105","Dell Inspiron 15.4""1525 ","2008","Battery","Laptop","Plastic",40.2
"2106","Dell Inspiron 15.4""1525 ","2008","Battery","Laptop","Li-ion battery",272.1
"2107","Dell Inspiron 15.4""1525 ","2008","Battery","Laptop","PCB",7.8
"2108","Dell Inspiron 15.4""1525 ","2008","Battery","Laptop","Others",1.2
"2109","Dell Inspiron 15.4""1525 ","2008","Battery","Laptop","Total mass (g)",323.8
"2110","Dell Inspiron 15.4""1525 ","2008","Chasis bottom /Back cover","Laptop","Aluminum",0.4
"2111","Dell Inspiron 15.4""1525 ","2008","Chasis bottom /Back cover","Laptop","Steel",128.8
"2112","Dell Inspiron 15.4""1525 ","2008","Chasis bottom /Back cover","Laptop","Plastic",255.8
"2113","Dell Inspiron 15.4""1525 ","2008","Chasis bottom /Back cover","Laptop","Others",1.6
"2114","Dell Inspiron 15.4""1525 ","2008","Chasis bottom /Back cover","Laptop","Total mass (g)",386.6
"2115","Dell Inspiron 15.4""1525 ","2008","Display","Laptop","Aluminum",82.3
"2116","Dell Inspiron 15.4""1525 ","2008","Display","Laptop","Copper",2.1
"2117","Dell Inspiron 15.4""1525 ","2008","Display","Laptop","Steel",74.3
"2118","Dell Inspiron 15.4""1525 ","2008","Display","Laptop","Plastic",519.65
"2119","Dell Inspiron 15.4""1525 ","2008","Display","Laptop","PCB",25.3
"2120","Dell Inspiron 15.4""1525 ","2008","Display","Laptop","Flat panel glass",207.3
"2121","Dell Inspiron 15.4""1525 ","2008","Display","Laptop","Others",6.95
"2122","Dell Inspiron 15.4""1525 ","2008","Display","Laptop","Total mass (g)",917.9
"2123","Dell Inspiron 15.4""1525 ","2008","Fan","Laptop","Aluminum",0.4
"2124","Dell Inspiron 15.4""1525 ","2008","Fan","Laptop","Copper",1.1
"2125","Dell Inspiron 15.4""1525 ","2008","Fan","Laptop","Steel",14.75
"2126","Dell Inspiron 15.4""1525 ","2008","Fan","Laptop","Plastic",16.65
"2127","Dell Inspiron 15.4""1525 ","2008","Fan","Laptop","PCB",0.7
"2128","Dell Inspiron 15.4""1525 ","2008","Fan","Laptop","Others",2.1
"2129","Dell Inspiron 15.4""1525 ","2008","Fan","Laptop","Total mass (g)",35.7
"2130","Dell Inspiron 15.4""1525 ","2008","Hard drive","Laptop","Aluminum",8.8
"2131","Dell Inspiron 15.4""1525 ","2008","Hard drive","Laptop","Steel",25.7
"2132","Dell Inspiron 15.4""1525 ","2008","Hard drive","Laptop","Plastic",50
"2133","Dell Inspiron 15.4""1525 ","2008","Hard drive","Laptop","PCB",12.2
"2134","Dell Inspiron 15.4""1525 ","2008","Hard drive","Laptop","Others",9.5
"2135","Dell Inspiron 15.4""1525 ","2008","Hard drive","Laptop","Total mass (g)",106.2
"2136","Dell Inspiron 15.4""1525 ","2008","Heat sink","Laptop","Aluminum",17.7
"2137","Dell Inspiron 15.4""1525 ","2008","Heat sink","Laptop","Copper",15.7
"2138","Dell Inspiron 15.4""1525 ","2008","Heat sink","Laptop","Steel",4.5
"2139","Dell Inspiron 15.4""1525 ","2008","Heat sink","Laptop","Plastic",0.1
"2140","Dell Inspiron 15.4""1525 ","2008","Heat sink","Laptop","Others",1
"2141","Dell Inspiron 15.4""1525 ","2008","Heat sink","Laptop","Total mass (g)",39
"2142","Dell Inspiron 15.4""1525 ","2008","Keyboard","Laptop","Aluminum",54
"2143","Dell Inspiron 15.4""1525 ","2008","Keyboard","Laptop","Copper",0.35
"2144","Dell Inspiron 15.4""1525 ","2008","Keyboard","Laptop","Steel",162
"2145","Dell Inspiron 15.4""1525 ","2008","Keyboard","Laptop","Plastic",164.95
"2146","Dell Inspiron 15.4""1525 ","2008","Keyboard","Laptop","PCB",24.9
"2147","Dell Inspiron 15.4""1525 ","2008","Keyboard","Laptop","Total mass (g)",406.2
"2148","Dell Inspiron 15.4""1525 ","2008","Motherboard","Laptop","Steel",18.1
"2149","Dell Inspiron 15.4""1525 ","2008","Motherboard","Laptop","Plastic",44.9
"2150","Dell Inspiron 15.4""1525 ","2008","Motherboard","Laptop","PCB",138.9
"2151","Dell Inspiron 15.4""1525 ","2008","Motherboard","Laptop","Others",8.3
"2152","Dell Inspiron 15.4""1525 ","2008","Motherboard","Laptop","Total mass (g)",210.2
"2153","Dell Inspiron 15.4""1525 ","2008","Optical drive","Laptop","Aluminum",61.9
"2154","Dell Inspiron 15.4""1525 ","2008","Optical drive","Laptop","Copper",3.5
"2155","Dell Inspiron 15.4""1525 ","2008","Optical drive","Laptop","Steel",54.1
"2156","Dell Inspiron 15.4""1525 ","2008","Optical drive","Laptop","Plastic",28.3
"2157","Dell Inspiron 15.4""1525 ","2008","Optical drive","Laptop","PCB",12.8
"2158","Dell Inspiron 15.4""1525 ","2008","Optical drive","Laptop","Others",13.1
"2159","Dell Inspiron 15.4""1525 ","2008","Optical drive","Laptop","Total mass (g)",173.7
"2160","Dell Inspiron 15.4""1525 ","2008","Speakers","Laptop","Aluminum",0.25
"2161","Dell Inspiron 15.4""1525 ","2008","Speakers","Laptop","Steel",2.3
"2162","Dell Inspiron 15.4""1525 ","2008","Speakers","Laptop","Plastic",4.65
"2163","Dell Inspiron 15.4""1525 ","2008","Speakers","Laptop","Others",0.1
"2164","Dell Inspiron 15.4""1525 ","2008","Speakers","Laptop","Total mass (g)",7.3
"2165","Dell Inspiron 15.4""1525 ","2008","Other components*","Laptop","Steel",30.35
"2166","Dell Inspiron 15.4""1525 ","2008","Other components*","Laptop","Plastic",2.5
"2167","Dell Inspiron 15.4""1525 ","2008","Other components*","Laptop","PCB",45.05
"2168","Dell Inspiron 15.4""1525 ","2008","Other components*","Laptop","Others",0.5
"2169","Dell Inspiron 15.4""1525 ","2008","Other components*","Laptop","Total mass (g)",78.4
"2170","Dell Inspiron 15.4""1525 ","2008","Total mass (g)","Laptop","Aluminum",225.75
"2171","Dell Inspiron 15.4""1525 ","2008","Total mass (g)","Laptop","Copper",24
"2172","Dell Inspiron 15.4""1525 ","2008","Total mass (g)","Laptop","Steel",516.15
"2173","Dell Inspiron 15.4""1525 ","2008","Total mass (g)","Laptop","Plastic",1127.7
"2174","Dell Inspiron 15.4""1525 ","2008","Total mass (g)","Laptop","Li-ion battery",272.1
"2175","Dell Inspiron 15.4""1525 ","2008","Total mass (g)","Laptop","PCB",267.65
"2176","Dell Inspiron 15.4""1525 ","2008","Total mass (g)","Laptop","Flat panel glass",207.3
"2177","Dell Inspiron 15.4""1525 ","2008","Total mass (g)","Laptop","Others",44.35
"2178","Dell Inspiron 15.4""1525 ","2008","Total mass (g)","Laptop","Total mass (g)",2685
"2179","HP Elitebook 12.1"" 2530p ","2008","Battery","Laptop","Copper",1.62
"2180","HP Elitebook 12.1"" 2530p ","2008","Battery","Laptop","Steel",2.93
"2181","HP Elitebook 12.1"" 2530p ","2008","Battery","Laptop","Plastic",40.14
"2182","HP Elitebook 12.1"" 2530p ","2008","Battery","Laptop","Li-ion battery",273.88
"2183","HP Elitebook 12.1"" 2530p ","2008","Battery","Laptop","PCB",5.31
"2184","HP Elitebook 12.1"" 2530p ","2008","Battery","Laptop","Total mass (g)",323.88
"2185","HP Elitebook 12.1"" 2530p ","2008","Chasis bottom","Laptop","Aluminum",4.43
"2186","HP Elitebook 12.1"" 2530p ","2008","Chasis bottom","Laptop","Steel",10.03
"2187","HP Elitebook 12.1"" 2530p ","2008","Chasis bottom","Laptop","Plastic",32.92
"2188","HP Elitebook 12.1"" 2530p ","2008","Chasis bottom","Laptop","Other metals",123.89
"2189","HP Elitebook 12.1"" 2530p ","2008","Chasis bottom","Laptop","Others",1.87
"2190","HP Elitebook 12.1"" 2530p ","2008","Chasis bottom","Laptop","Total mass (g)",173.14
"2191","HP Elitebook 12.1"" 2530p ","2008","Chasis top","Laptop","Total mass (g)",0
"2192","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","Aluminum",112.84
"2193","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","Copper",5.43
"2194","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","Steel",47.64
"2195","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","Plastic",129.34
"2196","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","PCB",18.26
"2197","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","Flat panel glass",84.72
"2198","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","Other metals",70.2
"2199","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","Others",4.53
"2200","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","Total mass (g)",472.96
"2201","HP Elitebook 12.1"" 2530p ","2008","Fan","Laptop","Copper",0.35
"2202","HP Elitebook 12.1"" 2530p ","2008","Fan","Laptop","Steel",4.1
"2203","HP Elitebook 12.1"" 2530p ","2008","Fan","Laptop","Plastic",4.91
"2204","HP Elitebook 12.1"" 2530p ","2008","Fan","Laptop","PCB",2.59
"2205","HP Elitebook 12.1"" 2530p ","2008","Fan","Laptop","Others",0.13
"2206","HP Elitebook 12.1"" 2530p ","2008","Fan","Laptop","Total mass (g)",12.08
"2207","HP Elitebook 12.1"" 2530p ","2008","Hard drive","Laptop","Copper",0.54
"2208","HP Elitebook 12.1"" 2530p ","2008","Hard drive","Laptop","Steel",49.2
"2209","HP Elitebook 12.1"" 2530p ","2008","Hard drive","Laptop","Plastic",3.6
"2210","HP Elitebook 12.1"" 2530p ","2008","Hard drive","Laptop","PCB",5
"2211","HP Elitebook 12.1"" 2530p ","2008","Hard drive","Laptop","Others",4.25
"2212","HP Elitebook 12.1"" 2530p ","2008","Hard drive","Laptop","Total mass (g)",62.59
"2213","HP Elitebook 12.1"" 2530p ","2008","Heat sink","Laptop","Aluminum",4.45
"2214","HP Elitebook 12.1"" 2530p ","2008","Heat sink","Laptop","Copper",19.59
"2215","HP Elitebook 12.1"" 2530p ","2008","Heat sink","Laptop","Steel",2.26
"2216","HP Elitebook 12.1"" 2530p ","2008","Heat sink","Laptop","Total mass (g)",26.3
"2217","HP Elitebook 12.1"" 2530p ","2008","Keyboard","Laptop","Aluminum",8.55
"2218","HP Elitebook 12.1"" 2530p ","2008","Keyboard","Laptop","Copper",0.41
"2219","HP Elitebook 12.1"" 2530p ","2008","Keyboard","Laptop","Steel",54.04
"2220","HP Elitebook 12.1"" 2530p ","2008","Keyboard","Laptop","Plastic",141.73
"2221","HP Elitebook 12.1"" 2530p ","2008","Keyboard","Laptop","PCB",20.86
"2222","HP Elitebook 12.1"" 2530p ","2008","Keyboard","Laptop","Other metals",20.33
"2223","HP Elitebook 12.1"" 2530p ","2008","Keyboard","Laptop","Others",4.02
"2224","HP Elitebook 12.1"" 2530p ","2008","Keyboard","Laptop","Total mass (g)",249.94
"2225","HP Elitebook 12.1"" 2530p ","2008","Motherboard","Laptop","Aluminum",0.16
"2226","HP Elitebook 12.1"" 2530p ","2008","Motherboard","Laptop","Copper",4.82
"2227","HP Elitebook 12.1"" 2530p ","2008","Motherboard","Laptop","Steel",34.79
"2228","HP Elitebook 12.1"" 2530p ","2008","Motherboard","Laptop","Plastic",41.59
"2229","HP Elitebook 12.1"" 2530p ","2008","Motherboard","Laptop","PCB",130.24
"2230","HP Elitebook 12.1"" 2530p ","2008","Motherboard","Laptop","Others",3.35
"2231","HP Elitebook 12.1"" 2530p ","2008","Motherboard","Laptop","Total mass (g)",214.95
"2232","HP Elitebook 12.1"" 2530p ","2008","Optical drive","Laptop","Aluminum",56.76
"2233","HP Elitebook 12.1"" 2530p ","2008","Optical drive","Laptop","Copper",3.68
"2234","HP Elitebook 12.1"" 2530p ","2008","Optical drive","Laptop","Steel",50.55
"2235","HP Elitebook 12.1"" 2530p ","2008","Optical drive","Laptop","Plastic",21.43
"2236","HP Elitebook 12.1"" 2530p ","2008","Optical drive","Laptop","PCB",12.29
"2237","HP Elitebook 12.1"" 2530p ","2008","Optical drive","Laptop","Others",0.43
"2238","HP Elitebook 12.1"" 2530p ","2008","Optical drive","Laptop","Total mass (g)",145.14
"2239","HP Elitebook 12.1"" 2530p ","2008","Speakers","Laptop","Copper",0.25
"2240","HP Elitebook 12.1"" 2530p ","2008","Speakers","Laptop","Steel",2.93
"2241","HP Elitebook 12.1"" 2530p ","2008","Speakers","Laptop","Plastic",1.95
"2242","HP Elitebook 12.1"" 2530p ","2008","Speakers","Laptop","Total mass (g)",5.13
"2243","HP Elitebook 12.1"" 2530p ","2008","Other components*","Laptop","Aluminum",2.4
"2244","HP Elitebook 12.1"" 2530p ","2008","Other components*","Laptop","Copper",2.21
"2245","HP Elitebook 12.1"" 2530p ","2008","Other components*","Laptop","Steel",9.6
"2246","HP Elitebook 12.1"" 2530p ","2008","Other components*","Laptop","Plastic",9.9
"2247","HP Elitebook 12.1"" 2530p ","2008","Other components*","Laptop","PCB",34.17
"2248","HP Elitebook 12.1"" 2530p ","2008","Other components*","Laptop","Others",0.53
