"","model","year","component","product","material","value"
"2249","HP Elitebook 12.1"" 2530p ","2008","Other components*","Laptop","Total mass (g)",58.81
"2250","HP Elitebook 12.1"" 2530p ","2008","Total mass (g)","Laptop","Aluminum",189.59
"2251","HP Elitebook 12.1"" 2530p ","2008","Total mass (g)","Laptop","Copper",38.9
"2252","HP Elitebook 12.1"" 2530p ","2008","Total mass (g)","Laptop","Steel",268.07
"2253","HP Elitebook 12.1"" 2530p ","2008","Total mass (g)","Laptop","Plastic",427.52
"2254","HP Elitebook 12.1"" 2530p ","2008","Total mass (g)","Laptop","Li-ion battery",273.88
"2255","HP Elitebook 12.1"" 2530p ","2008","Total mass (g)","Laptop","PCB",228.72
"2256","HP Elitebook 12.1"" 2530p ","2008","Total mass (g)","Laptop","Flat panel glass",84.72
"2257","HP Elitebook 12.1"" 2530p ","2008","Total mass (g)","Laptop","Other metals",214.42
"2258","HP Elitebook 12.1"" 2530p ","2008","Total mass (g)","Laptop","Others",19.11
"2259","HP Elitebook 12.1"" 2530p ","2008","Total mass (g)","Laptop","Total mass (g)",1744.93
"2260","HP elitebook 14.1"" 6930p ","2008","Battery","Laptop","Copper",1.05
"2261","HP elitebook 14.1"" 6930p ","2008","Battery","Laptop","Plastic",35.75
"2262","HP elitebook 14.1"" 6930p ","2008","Battery","Laptop","Li-ion battery",274.5
"2263","HP elitebook 14.1"" 6930p ","2008","Battery","Laptop","PCB",5
"2264","HP elitebook 14.1"" 6930p ","2008","Battery","Laptop","Others",0.2
"2265","HP elitebook 14.1"" 6930p ","2008","Battery","Laptop","Total mass (g)",316.5
"2266","HP elitebook 14.1"" 6930p ","2008","Chasis bottom","Laptop","Aluminum",12.8
"2267","HP elitebook 14.1"" 6930p ","2008","Chasis bottom","Laptop","Steel",13.6
"2268","HP elitebook 14.1"" 6930p ","2008","Chasis bottom","Laptop","Plastic",21.7
"2269","HP elitebook 14.1"" 6930p ","2008","Chasis bottom","Laptop","Other metals",219.1
"2270","HP elitebook 14.1"" 6930p ","2008","Chasis bottom","Laptop","Others",1.9
"2271","HP elitebook 14.1"" 6930p ","2008","Chasis bottom","Laptop","Total mass (g)",269.1
"2272","HP elitebook 14.1"" 6930p ","2008","Chasis top","Laptop","Aluminum",108.39
"2273","HP elitebook 14.1"" 6930p ","2008","Chasis top","Laptop","Other metals",96.12
"2274","HP elitebook 14.1"" 6930p ","2008","Chasis top","Laptop","Total mass (g)",204.5
"2275","HP elitebook 14.1"" 6930p ","2008","Display","Laptop","Aluminum",86.75
"2276","HP elitebook 14.1"" 6930p ","2008","Display","Laptop","Copper",0.65
"2277","HP elitebook 14.1"" 6930p ","2008","Display","Laptop","Steel",45.25
"2278","HP elitebook 14.1"" 6930p ","2008","Display","Laptop","Plastic",241.05
"2279","HP elitebook 14.1"" 6930p ","2008","Display","Laptop","PCB",27
"2280","HP elitebook 14.1"" 6930p ","2008","Display","Laptop","Flat panel glass",169.2
"2281","HP elitebook 14.1"" 6930p ","2008","Display","Laptop","Others",4.4
"2282","HP elitebook 14.1"" 6930p ","2008","Display","Laptop","Total mass (g)",574.3
"2283","HP elitebook 14.1"" 6930p ","2008","Fan","Laptop","Aluminum",6.3
"2284","HP elitebook 14.1"" 6930p ","2008","Fan","Laptop","Copper",1.2
"2285","HP elitebook 14.1"" 6930p ","2008","Fan","Laptop","Steel",3.1
"2286","HP elitebook 14.1"" 6930p ","2008","Fan","Laptop","Plastic",18.9
"2287","HP elitebook 14.1"" 6930p ","2008","Fan","Laptop","PCB",0.5
"2288","HP elitebook 14.1"" 6930p ","2008","Fan","Laptop","Others",3.3
"2289","HP elitebook 14.1"" 6930p ","2008","Fan","Laptop","Total mass (g)",33.3
"2290","HP elitebook 14.1"" 6930p ","2008","Hard drive","Laptop","Aluminum",20.9
"2291","HP elitebook 14.1"" 6930p ","2008","Hard drive","Laptop","Copper",0.6
"2292","HP elitebook 14.1"" 6930p ","2008","Hard drive","Laptop","Steel",39.9
"2293","HP elitebook 14.1"" 6930p ","2008","Hard drive","Laptop","Plastic",27.2
"2294","HP elitebook 14.1"" 6930p ","2008","Hard drive","Laptop","PCB",11.1
"2295","HP elitebook 14.1"" 6930p ","2008","Hard drive","Laptop","Others",9.7
"2296","HP elitebook 14.1"" 6930p ","2008","Hard drive","Laptop","Total mass (g)",109.4
"2297","HP elitebook 14.1"" 6930p ","2008","Heat sink","Laptop","Aluminum",15.6
"2298","HP elitebook 14.1"" 6930p ","2008","Heat sink","Laptop","Copper",19.2
"2299","HP elitebook 14.1"" 6930p ","2008","Heat sink","Laptop","Steel",3.4
"2300","HP elitebook 14.1"" 6930p ","2008","Heat sink","Laptop","Others",0.3
"2301","HP elitebook 14.1"" 6930p ","2008","Heat sink","Laptop","Total mass (g)",38.5
"2302","HP elitebook 14.1"" 6930p ","2008","Keyboard","Laptop","Aluminum",101.91
"2303","HP elitebook 14.1"" 6930p ","2008","Keyboard","Laptop","Copper",1.6
"2304","HP elitebook 14.1"" 6930p ","2008","Keyboard","Laptop","Steel",53
"2305","HP elitebook 14.1"" 6930p ","2008","Keyboard","Laptop","Plastic",137.29
"2306","HP elitebook 14.1"" 6930p ","2008","Keyboard","Laptop","PCB",10.1
"2307","HP elitebook 14.1"" 6930p ","2008","Keyboard","Laptop","Other metals",10.3
"2308","HP elitebook 14.1"" 6930p ","2008","Keyboard","Laptop","Others",8.5
"2309","HP elitebook 14.1"" 6930p ","2008","Keyboard","Laptop","Total mass (g)",322.7
"2310","HP elitebook 14.1"" 6930p ","2008","Motherboard","Laptop","Copper",1.95
"2311","HP elitebook 14.1"" 6930p ","2008","Motherboard","Laptop","Steel",35.55
"2312","HP elitebook 14.1"" 6930p ","2008","Motherboard","Laptop","Plastic",34
"2313","HP elitebook 14.1"" 6930p ","2008","Motherboard","Laptop","PCB",138
"2314","HP elitebook 14.1"" 6930p ","2008","Motherboard","Laptop","Total mass (g)",209.5
"2315","HP elitebook 14.1"" 6930p ","2008","Optical drive","Laptop","Aluminum",62.5
"2316","HP elitebook 14.1"" 6930p ","2008","Optical drive","Laptop","Copper",8.6
"2317","HP elitebook 14.1"" 6930p ","2008","Optical drive","Laptop","Steel",47.4
"2318","HP elitebook 14.1"" 6930p ","2008","Optical drive","Laptop","Plastic",36.65
"2319","HP elitebook 14.1"" 6930p ","2008","Optical drive","Laptop","PCB",15.4
"2320","HP elitebook 14.1"" 6930p ","2008","Optical drive","Laptop","Others",9.35
"2321","HP elitebook 14.1"" 6930p ","2008","Optical drive","Laptop","Total mass (g)",179.9
"2322","HP elitebook 14.1"" 6930p ","2008","Speakers","Laptop","Copper",0.4
"2323","HP elitebook 14.1"" 6930p ","2008","Speakers","Laptop","Steel",3.8
"2324","HP elitebook 14.1"" 6930p ","2008","Speakers","Laptop","Plastic",14.2
"2325","HP elitebook 14.1"" 6930p ","2008","Speakers","Laptop","Total mass (g)",18.4
"2326","HP elitebook 14.1"" 6930p ","2008","Other components*","Laptop","Aluminum",9.6
"2327","HP elitebook 14.1"" 6930p ","2008","Other components*","Laptop","Copper",0.1
"2328","HP elitebook 14.1"" 6930p ","2008","Other components*","Laptop","Steel",30.9
"2329","HP elitebook 14.1"" 6930p ","2008","Other components*","Laptop","Plastic",25.8
"2330","HP elitebook 14.1"" 6930p ","2008","Other components*","Laptop","PCB",61.3
"2331","HP elitebook 14.1"" 6930p ","2008","Other components*","Laptop","Others",3.6
"2332","HP elitebook 14.1"" 6930p ","2008","Other components*","Laptop","Total mass (g)",131.3
"2333","HP elitebook 14.1"" 6930p ","2008","Total mass (g)","Laptop","Aluminum",424.74
"2334","HP elitebook 14.1"" 6930p ","2008","Total mass (g)","Laptop","Copper",35.35
"2335","HP elitebook 14.1"" 6930p ","2008","Total mass (g)","Laptop","Steel",275.9
"2336","HP elitebook 14.1"" 6930p ","2008","Total mass (g)","Laptop","Plastic",592.54
"2337","HP elitebook 14.1"" 6930p ","2008","Total mass (g)","Laptop","Li-ion battery",274.5
"2338","HP elitebook 14.1"" 6930p ","2008","Total mass (g)","Laptop","PCB",268.4
"2339","HP elitebook 14.1"" 6930p ","2008","Total mass (g)","Laptop","Flat panel glass",169.2
"2340","HP elitebook 14.1"" 6930p ","2008","Total mass (g)","Laptop","Other metals",325.52
"2341","HP elitebook 14.1"" 6930p ","2008","Total mass (g)","Laptop","Others",41.25
"2342","HP elitebook 14.1"" 6930p ","2008","Total mass (g)","Laptop","Total mass (g)",2407.41
"2343","HP Elitebook 17"" 8730w ","2008","Battery","Laptop","Steel",7.2
"2344","HP Elitebook 17"" 8730w ","2008","Battery","Laptop","Plastic",45
"2345","HP Elitebook 17"" 8730w ","2008","Battery","Laptop","Li-ion battery",373.7
"2346","HP Elitebook 17"" 8730w ","2008","Battery","Laptop","PCB",4
"2347","HP Elitebook 17"" 8730w ","2008","Battery","Laptop","Total mass (g)",429.9
"2348","HP Elitebook 17"" 8730w ","2008","Chasis bottom","Laptop","Steel",17.5
"2349","HP Elitebook 17"" 8730w ","2008","Chasis bottom","Laptop","Plastic",44.9
"2350","HP Elitebook 17"" 8730w ","2008","Chasis bottom","Laptop","Other metals",305.7
"2351","HP Elitebook 17"" 8730w ","2008","Chasis bottom","Laptop","Others",1.8
"2352","HP Elitebook 17"" 8730w ","2008","Chasis bottom","Laptop","Total mass (g)",369.9
"2353","HP Elitebook 17"" 8730w ","2008","Display","Laptop","Aluminum",231.31
"2354","HP Elitebook 17"" 8730w ","2008","Display","Laptop","Steel",167.3
"2355","HP Elitebook 17"" 8730w ","2008","Display","Laptop","Plastic",313.1
"2356","HP Elitebook 17"" 8730w ","2008","Display","Laptop","PCB",25
"2357","HP Elitebook 17"" 8730w ","2008","Display","Laptop","Flat panel glass",315
"2358","HP Elitebook 17"" 8730w ","2008","Display","Laptop","Other metals",188
"2359","HP Elitebook 17"" 8730w ","2008","Display","Laptop","Others",5.1
"2360","HP Elitebook 17"" 8730w ","2008","Display","Laptop","Total mass (g)",1244.81
"2361","HP Elitebook 17"" 8730w ","2008","Fan","Laptop","Aluminum",0.3
"2362","HP Elitebook 17"" 8730w ","2008","Fan","Laptop","Copper",1.2
"2363","HP Elitebook 17"" 8730w ","2008","Fan","Laptop","Steel",9.3
"2364","HP Elitebook 17"" 8730w ","2008","Fan","Laptop","Plastic",15.6
"2365","HP Elitebook 17"" 8730w ","2008","Fan","Laptop","PCB",0.5
"2366","HP Elitebook 17"" 8730w ","2008","Fan","Laptop","Total mass (g)",26.9
"2367","HP Elitebook 17"" 8730w ","2008","Heat sink","Laptop","Aluminum",82
"2368","HP Elitebook 17"" 8730w ","2008","Heat sink","Laptop","Copper",58.5
"2369","HP Elitebook 17"" 8730w ","2008","Heat sink","Laptop","Steel",18.9
"2370","HP Elitebook 17"" 8730w ","2008","Heat sink","Laptop","Plastic",2
"2371","HP Elitebook 17"" 8730w ","2008","Heat sink","Laptop","Total mass (g)",161.4
"2372","HP Elitebook 17"" 8730w ","2008","Keyboard","Laptop","Aluminum",153.9
"2373","HP Elitebook 17"" 8730w ","2008","Keyboard","Laptop","Copper",7.8
"2374","HP Elitebook 17"" 8730w ","2008","Keyboard","Laptop","Steel",44.28
"2375","HP Elitebook 17"" 8730w ","2008","Keyboard","Laptop","Plastic",197.39
"2376","HP Elitebook 17"" 8730w ","2008","Keyboard","Laptop","PCB",17.63
"2377","HP Elitebook 17"" 8730w ","2008","Keyboard","Laptop","Others",3.4
"2378","HP Elitebook 17"" 8730w ","2008","Keyboard","Laptop","Total mass (g)",424.4
"2379","HP Elitebook 17"" 8730w ","2008","Motherboard","Laptop","Aluminum",2.9
"2380","HP Elitebook 17"" 8730w ","2008","Motherboard","Laptop","Steel",32.7
"2381","HP Elitebook 17"" 8730w ","2008","Motherboard","Laptop","Plastic",29
"2382","HP Elitebook 17"" 8730w ","2008","Motherboard","Laptop","PCB",280
"2383","HP Elitebook 17"" 8730w ","2008","Motherboard","Laptop","Others",2.9
"2384","HP Elitebook 17"" 8730w ","2008","Motherboard","Laptop","Total mass (g)",347.5
"2385","HP Elitebook 17"" 8730w ","2008","Optical drive","Laptop","Aluminum",60.48
"2386","HP Elitebook 17"" 8730w ","2008","Optical drive","Laptop","Copper",4.57
"2387","HP Elitebook 17"" 8730w ","2008","Optical drive","Laptop","Steel",49.32
"2388","HP Elitebook 17"" 8730w ","2008","Optical drive","Laptop","Plastic",33.95
"2389","HP Elitebook 17"" 8730w ","2008","Optical drive","Laptop","PCB",17.84
"2390","HP Elitebook 17"" 8730w ","2008","Optical drive","Laptop","Others",7.94
"2391","HP Elitebook 17"" 8730w ","2008","Optical drive","Laptop","Total mass (g)",174.1
"2392","HP Elitebook 17"" 8730w ","2008","Speakers","Laptop","Aluminum",0.4
"2393","HP Elitebook 17"" 8730w ","2008","Speakers","Laptop","Copper",0.3
"2394","HP Elitebook 17"" 8730w ","2008","Speakers","Laptop","Steel",4.6
"2395","HP Elitebook 17"" 8730w ","2008","Speakers","Laptop","Plastic",31.8
"2396","HP Elitebook 17"" 8730w ","2008","Speakers","Laptop","Others",0.1
"2397","HP Elitebook 17"" 8730w ","2008","Speakers","Laptop","Total mass (g)",37.2
"2398","HP Elitebook 17"" 8730w ","2008","Other components*","Laptop","Aluminum",27.8
"2399","HP Elitebook 17"" 8730w ","2008","Other components*","Laptop","Copper",0.4
"2400","HP Elitebook 17"" 8730w ","2008","Other components*","Laptop","Steel",4.9
"2401","HP Elitebook 17"" 8730w ","2008","Other components*","Laptop","Plastic",52.48
"2402","HP Elitebook 17"" 8730w ","2008","Other components*","Laptop","PCB",23.6
"2403","HP Elitebook 17"" 8730w ","2008","Other components*","Laptop","Others",3.22
"2404","HP Elitebook 17"" 8730w ","2008","Other components*","Laptop","Total mass (g)",112.4
"2405","HP Elitebook 17"" 8730w ","2008","Total mass (g)","Laptop","Aluminum",559.09
"2406","HP Elitebook 17"" 8730w ","2008","Total mass (g)","Laptop","Copper",72.76
"2407","HP Elitebook 17"" 8730w ","2008","Total mass (g)","Laptop","Steel",356
"2408","HP Elitebook 17"" 8730w ","2008","Total mass (g)","Laptop","Plastic",765.22
"2409","HP Elitebook 17"" 8730w ","2008","Total mass (g)","Laptop","Li-ion battery",373.7
"2410","HP Elitebook 17"" 8730w ","2008","Total mass (g)","Laptop","PCB",368.57
"2411","HP Elitebook 17"" 8730w ","2008","Total mass (g)","Laptop","Flat panel glass",315
"2412","HP Elitebook 17"" 8730w ","2008","Total mass (g)","Laptop","Other metals",493.7
"2413","HP Elitebook 17"" 8730w ","2008","Total mass (g)","Laptop","Others",24.46
"2414","HP Elitebook 17"" 8730w ","2008","Total mass (g)","Laptop","Total mass (g)",3328.51
"2415","Dell Latitude 14.1"" E6410 ","2010","Battery","Laptop","Steel",1.5
"2416","Dell Latitude 14.1"" E6410 ","2010","Battery","Laptop","Plastic",35
"2417","Dell Latitude 14.1"" E6410 ","2010","Battery","Laptop","Li-ion battery",285
"2418","Dell Latitude 14.1"" E6410 ","2010","Battery","Laptop","PCB",8
"2419","Dell Latitude 14.1"" E6410 ","2010","Battery","Laptop","Others",1.5
"2420","Dell Latitude 14.1"" E6410 ","2010","Battery","Laptop","Total mass (g)",331
"2421","Dell Latitude 14.1"" E6410 ","2010","Chasis bottom","Laptop","Aluminum",32.64
"2422","Dell Latitude 14.1"" E6410 ","2010","Chasis bottom","Laptop","Steel",1.2
"2423","Dell Latitude 14.1"" E6410 ","2010","Chasis bottom","Laptop","Plastic",1.1
"2424","Dell Latitude 14.1"" E6410 ","2010","Chasis bottom","Laptop","Other metals",239.7
"2425","Dell Latitude 14.1"" E6410 ","2010","Chasis bottom","Laptop","Others",10.26
"2426","Dell Latitude 14.1"" E6410 ","2010","Chasis bottom","Laptop","Total mass (g)",284.9
"2427","Dell Latitude 14.1"" E6410 ","2010","Chasis top","Laptop","Aluminum",20.07
"2428","Dell Latitude 14.1"" E6410 ","2010","Chasis top","Laptop","Copper",13.4
"2429","Dell Latitude 14.1"" E6410 ","2010","Chasis top","Laptop","Steel",43.1
"2430","Dell Latitude 14.1"" E6410 ","2010","Chasis top","Laptop","Plastic",16.3
"2431","Dell Latitude 14.1"" E6410 ","2010","Chasis top","Laptop","PCB",0.6
"2432","Dell Latitude 14.1"" E6410 ","2010","Chasis top","Laptop","Other metals",150.45
"2433","Dell Latitude 14.1"" E6410 ","2010","Chasis top","Laptop","Others",7.48
"2434","Dell Latitude 14.1"" E6410 ","2010","Chasis top","Laptop","Total mass (g)",251.4
"2435","Dell Latitude 14.1"" E6410 ","2010","Display","Laptop","Steel",36.9
"2436","Dell Latitude 14.1"" E6410 ","2010","Display","Laptop","Plastic",175
"2437","Dell Latitude 14.1"" E6410 ","2010","Display","Laptop","PCB",20
"2438","Dell Latitude 14.1"" E6410 ","2010","Display","Laptop","Flat panel glass",170
"2439","Dell Latitude 14.1"" E6410 ","2010","Display","Laptop","Other metals",9
"2440","Dell Latitude 14.1"" E6410 ","2010","Display","Laptop","Others",3.5
"2441","Dell Latitude 14.1"" E6410 ","2010","Display","Laptop","Total mass (g)",414.4
"2442","Dell Latitude 14.1"" E6410 ","2010","Fan","Laptop","Aluminum",2.69
"2443","Dell Latitude 14.1"" E6410 ","2010","Fan","Laptop","Copper",0.7
"2444","Dell Latitude 14.1"" E6410 ","2010","Fan","Laptop","Steel",0.7
"2445","Dell Latitude 14.1"" E6410 ","2010","Fan","Laptop","Plastic",15.2
"2446","Dell Latitude 14.1"" E6410 ","2010","Fan","Laptop","PCB",2.5
"2447","Dell Latitude 14.1"" E6410 ","2010","Fan","Laptop","Others",0.7
"2448","Dell Latitude 14.1"" E6410 ","2010","Fan","Laptop","Total mass (g)",22.49
"2449","Dell Latitude 14.1"" E6410 ","2010","Hard drive","Laptop","Copper",0.4
"2450","Dell Latitude 14.1"" E6410 ","2010","Hard drive","Laptop","Steel",91.87
"2451","Dell Latitude 14.1"" E6410 ","2010","Hard drive","Laptop","PCB",11.6
"2452","Dell Latitude 14.1"" E6410 ","2010","Hard drive","Laptop","Others",6.5
"2453","Dell Latitude 14.1"" E6410 ","2010","Hard drive","Laptop","Total mass (g)",110.37
"2454","Dell Latitude 14.1"" E6410 ","2010","Heat sink","Laptop","Aluminum",22.7
"2455","Dell Latitude 14.1"" E6410 ","2010","Heat sink","Laptop","Copper",22.6
"2456","Dell Latitude 14.1"" E6410 ","2010","Heat sink","Laptop","Steel",8.6
"2457","Dell Latitude 14.1"" E6410 ","2010","Heat sink","Laptop","Total mass (g)",53.9
"2458","Dell Latitude 14.1"" E6410 ","2010","Keyboard","Laptop","Aluminum",63
"2459","Dell Latitude 14.1"" E6410 ","2010","Keyboard","Laptop","Plastic",66.1
"2460","Dell Latitude 14.1"" E6410 ","2010","Keyboard","Laptop","Total mass (g)",129.1
"2461","Dell Latitude 14.1"" E6410 ","2010","Motherboard","Laptop","Steel",1.8
"2462","Dell Latitude 14.1"" E6410 ","2010","Motherboard","Laptop","PCB",300
"2463","Dell Latitude 14.1"" E6410 ","2010","Motherboard","Laptop","Total mass (g)",301.8
"2464","Dell Latitude 14.1"" E6410 ","2010","Optical drive","Laptop","Aluminum",54.2
"2465","Dell Latitude 14.1"" E6410 ","2010","Optical drive","Laptop","Copper",1.8
"2466","Dell Latitude 14.1"" E6410 ","2010","Optical drive","Laptop","Steel",51
"2467","Dell Latitude 14.1"" E6410 ","2010","Optical drive","Laptop","Plastic",23.3
"2468","Dell Latitude 14.1"" E6410 ","2010","Optical drive","Laptop","PCB",16.3
"2469","Dell Latitude 14.1"" E6410 ","2010","Optical drive","Laptop","Others",1
"2470","Dell Latitude 14.1"" E6410 ","2010","Optical drive","Laptop","Total mass (g)",147.6
"2471","Dell Latitude 14.1"" E6410 ","2010","Speakers","Laptop","Plastic",11.2
"2472","Dell Latitude 14.1"" E6410 ","2010","Speakers","Laptop","Others",2.6
"2473","Dell Latitude 14.1"" E6410 ","2010","Speakers","Laptop","Total mass (g)",13.8
"2474","Dell Latitude 14.1"" E6410 ","2010","Other components*","Laptop","Aluminum",1.8
"2475","Dell Latitude 14.1"" E6410 ","2010","Other components*","Laptop","Steel",56.9
"2476","Dell Latitude 14.1"" E6410 ","2010","Other components*","Laptop","Plastic",169.7
"2477","Dell Latitude 14.1"" E6410 ","2010","Other components*","Laptop","PCB",17.9
"2478","Dell Latitude 14.1"" E6410 ","2010","Other components*","Laptop","Others",22.8
"2479","Dell Latitude 14.1"" E6410 ","2010","Other components*","Laptop","Total mass (g)",269.1
"2480","Dell Latitude 14.1"" E6410 ","2010","Total mass (g)","Laptop","Aluminum",197.1
"2481","Dell Latitude 14.1"" E6410 ","2010","Total mass (g)","Laptop","Copper",38.9
"2482","Dell Latitude 14.1"" E6410 ","2010","Total mass (g)","Laptop","Steel",293.57
"2483","Dell Latitude 14.1"" E6410 ","2010","Total mass (g)","Laptop","Plastic",512.9
"2484","Dell Latitude 14.1"" E6410 ","2010","Total mass (g)","Laptop","Li-ion battery",285
"2485","Dell Latitude 14.1"" E6410 ","2010","Total mass (g)","Laptop","PCB",376.9
"2486","Dell Latitude 14.1"" E6410 ","2010","Total mass (g)","Laptop","Flat panel glass",170
"2487","Dell Latitude 14.1"" E6410 ","2010","Total mass (g)","Laptop","Other metals",399.15
"2488","Dell Latitude 14.1"" E6410 ","2010","Total mass (g)","Laptop","Others",56.34
"2489","Dell Latitude 14.1"" E6410 ","2010","Total mass (g)","Laptop","Total mass (g)",2329.86
"2490","Apple Macbook pro 15.4"" A1286 ","2011","Battery","Laptop","Steel",1.3
"2491","Apple Macbook pro 15.4"" A1286 ","2011","Battery","Laptop","Plastic",0.3
